date,Country/Region,Province/State,Confirmed,Deaths,Recovered,Latitude,Longitude,Active
2020-06-01,Italy,Abruzzo,3245,408,2093,42.35122196,13.39843823,744
2020-06-01,Spain,Andalusia,12679,1404,10671,37.5443,-4.7278,604
2020-06-01,United Kingdom,Anguilla,3,0,3,18.2206,-63.0686,0
2020-06-01,Spain,Aragon,5695,826,3772,41.5976,-0.9057,1097
2020-06-01,Netherlands,Aruba,101,3,98,12.5211,-69.9683,0
2020-06-01,Spain,Asturias,2425,310,1063,43.3614,-5.8593,1052
2020-06-01,Germany,Baden-Wurttemberg,34784,1758,31900,48.6616,9.3501,1126
2020-06-01,Spain,Baleares,2142,209,1533,39.710358,2.995148,400
2020-06-01,Italy,Basilicata,399,27,344,40.63947052,15.80514834,28
2020-06-01,Germany,Bayern,47269,2468,42920,48.7904,11.4979,1881
2020-06-01,Germany,Berlin,6838,198,6319,52.52,13.405,321
2020-06-01,United Kingdom,Bermuda,141,9,112,32.3078,-64.7505,20
2020-06-01,Netherlands,"Bonaire, Sint Eustatius and Saba",7,0,7,12.1784,-68.2385,0
2020-06-01,Germany,Brandenburg,3286,170,3000,52.4125,12.5316,116
2020-06-01,Germany,Bremen,1404,42,1200,53.0793,8.8017,162
2020-06-01,United Kingdom,British Virgin Islands,8,1,7,18.4207,-64.64,0
2020-06-01,Spain,C. Valenciana,11228,1332,9970,39.484,-0.7533,-74
2020-06-01,Italy,Calabria,1158,97,926,38.90597598,16.59440194,135
2020-06-01,Italy,Campania,4806,413,3454,40.83956555,14.25084984,939
2020-06-01,Spain,Canarias,2347,151,1537,28.2916,-16.6291,659
2020-06-01,Spain,Cantabria,2303,202,2287,43.1828,-3.9878,-186
2020-06-01,Spain,Castilla - La Mancha,17259,2945,6392,39.2796,-3.0977,7922
2020-06-01,Spain,Castilla y Leon,18907,1924,8716,41.8357,-4.3976,8267
2020-06-01,Spain,Catalonia,59019,5587,26203,41.5912,1.5209,27229
2020-06-01,United Kingdom,Cayman Islands,150,1,75,19.3133,-81.2546,74
2020-06-01,Spain,Ceuta,146,4,163,35.8894,-5.3213,-21
2020-06-01,United Kingdom,Channel Islands,560,45,528,49.3723,-2.3644,-13
2020-06-01,Ukraine,Cherkasy Oblast,406,16,308,49.4444,32.0598,82
2020-06-01,Ukraine,Chernihiv Oblast,177,6,63,51.4982,31.2893,108
2020-06-01,Ukraine,Chernivtsi Oblast,3377,144,945,48.2917,25.9352,2288
2020-06-01,Ukraine,Crimea Republic*,385,3,229,45.2835,34.2008,153
2020-06-01,Netherlands,Curacao,19,1,14,12.1696,-68.99,4
2020-06-01,Ukraine,Dnipropetrovsk Oblast,942,21,265,48.4647,35.0462,656
2020-06-01,Ukraine,Donetsk Oblast,163,4,89,48.0159,37.8028,70
2020-06-01,Italy,Emilia-Romagna,27809,4124,20617,44.49436681,11.3417208,3068
2020-06-01,Spain,Extremadura,2966,508,2652,39.4937,-6.0679,-194
2020-06-01,United Kingdom,Falkland Islands (Malvinas),13,0,13,-51.7963,-59.5236,0
2020-06-01,Denmark,Faroe Islands,187,0,187,61.8926,-6.9118,0
2020-06-01,France,French Guiana,499,1,200,4.0,-53.0,298
2020-06-01,France,French Polynesia,60,0,60,-17.6797,-149.4068,0
2020-06-01,Italy,Friuli Venezia Giulia,3274,335,2673,45.6494354,13.76813649,266
2020-06-01,Spain,Galicia,9129,609,9204,42.5751,-8.1339,-684
2020-06-01,United Kingdom,Gibraltar,170,0,151,36.1408,-5.3536,19
2020-06-01,Denmark,Greenland,13,0,11,71.7069,-42.6043,2
2020-06-01,France,Guadeloupe,162,14,138,16.265,-61.551,10
2020-06-01,Germany,Hamburg,5096,253,4700,53.5511,9.9937,143
2020-06-01,Germany,Hessen,10047,480,9000,50.6521,9.1624,567
2020-06-01,United Kingdom,Isle of Man,336,24,311,54.2361,-4.5481,1
2020-06-01,Ukraine,Ivano-Frankivsk Oblast,1420,81,818,48.9226,24.7111,521
2020-06-01,Ukraine,Kharkiv Oblast,1083,47,408,49.9935,36.2304,628
2020-06-01,Ukraine,Kherson Oblast,178,3,161,46.6354,32.6169,14
2020-06-01,Ukraine,Khmelnytskyi Oblast,454,11,234,49.423,26.9871,209
2020-06-01,Ukraine,Kiev,3043,68,654,50.4501,30.5234,2321
2020-06-01,Ukraine,Kiev Oblast,1600,35,398,50.053,30.7667,1167
2020-06-01,Ukraine,Kirovohrad Oblast,514,25,400,48.5079,32.2623,89
2020-06-01,Spain,La Rioja,4051,361,3107,42.2871,-2.5396,583
2020-06-01,Italy,Lazio,7738,739,4105,41.89277044,12.48366722,2894
2020-06-01,Italy,Liguria,9719,1467,7641,44.41149315,8.9326992,611
2020-06-01,Italy,Lombardia,89018,16131,52026,45.46679409,9.190347404,20861
2020-06-01,Ukraine,Luhansk Oblast,47,0,40,48.574,39.3078,7
2020-06-01,Ukraine,Lviv Oblast,1700,55,420,49.8397,24.0297,1225
2020-06-01,Spain,Madrid,68852,8691,40736,40.4168,-3.7038,19425
2020-06-01,Italy,Marche,6730,987,4416,43.61675973,13.5188753,1327
2020-06-01,France,Martinique,200,14,98,14.6415,-61.0242,88
2020-06-01,France,Mayotte,1934,24,1473,-12.8275,45.166244,437
2020-06-01,Germany,Mecklenburg-Vorpommern,761,20,722,53.6127,12.4296,19
2020-06-01,Spain,Melilla,121,2,125,35.2923,-2.9381,-6
2020-06-01,Italy,Molise,436,22,279,41.55774754,14.65916051,135
2020-06-01,United Kingdom,Montserrat,11,1,10,16.742498,-62.187366,0
2020-06-01,Spain,Murcia,1599,148,2180,37.9922,-1.1307,-729
2020-06-01,Ukraine,Mykolaiv Oblast,294,7,154,46.975,31.9946,133
2020-06-01,Spain,Navarra,5259,490,3905,42.6954,-1.6761,864
2020-06-01,France,New Caledonia,20,0,18,-20.904305,165.618042,2
2020-06-01,Germany,Niedersachsen,12043,597,10700,52.6367,9.8451,746
2020-06-01,Germany,Nordrhein-Westfalen,38046,1598,34500,51.4332,7.6616,1948
2020-06-01,Ukraine,Odessa Oblast,896,17,225,46.4846,30.7326,654
2020-06-01,Italy,P.A. Bolzano,2598,291,2184,46.49933453,11.35662422,123
2020-06-01,Italy,P.A. Trento,4432,462,3677,46.06893511,11.12123097,293
2020-06-01,Spain,Pais Vasco,13511,1424,16160,42.9896,-2.6189,-4073
2020-06-01,Italy,Piemonte,30658,3876,21720,45.0732745,7.680687483,5062
2020-06-01,Ukraine,Poltava Oblast,270,13,249,49.5883,34.5514,8
2020-06-01,Italy,Puglia,4498,506,2837,41.12559576,16.86736689,1155
2020-06-01,France,Reunion,473,1,411,-21.1151,55.5364,61
2020-06-01,Germany,Rheinland-Pfalz,6703,230,6223,50.1183,7.309,250
2020-06-01,Ukraine,Rivne Oblast,1770,38,887,50.6199,26.2516,845
2020-06-01,Germany,Saarland,2731,165,2492,49.3964,7.023,74
2020-06-01,Germany,Sachsen,5309,214,4850,51.1045,13.2017,245
2020-06-01,Germany,Sachsen-Anhalt,1706,55,1596,51.9503,11.6923,55
2020-06-01,France,Saint Barthelemy,6,0,6,17.9,-62.8333,0
2020-06-01,France,Saint Pierre and Miquelon,1,0,1,46.8852,-56.3159,0
2020-06-01,Italy,Sardegna,1357,131,1065,39.21531192,9.110616306,161
2020-06-01,Germany,Schleswig-Holstein,3101,145,2900,54.2194,9.6961,56
2020-06-01,Ukraine,Sevastopol*,165,3,134,44.6054,33.522,28
2020-06-01,Italy,Sicilia,3443,274,2202,38.11569725,13.362356699999998,967
2020-06-01,Netherlands,Sint Maarten,77,15,60,18.0425,-63.0548,2
2020-06-01,France,St Martin,41,3,33,18.0708,-63.0501,5
2020-06-01,Ukraine,Sumy Oblast,170,4,141,50.9077,34.7981,25
2020-06-01,Ukraine,Ternopil Oblast,1176,26,912,49.5535,25.5948,238
2020-06-01,Germany,Thuringen,3015,162,2610,51.011,10.8453,243
2020-06-01,Italy,Toscana,10107,1048,7977,43.76923077,11.25588885,1082
2020-06-01,United Kingdom,Turks and Caicos Islands,12,1,11,21.69400000000001,-71.7979,0
2020-06-01,Italy,Umbria,1431,76,1324,43.10675841,12.38824698,31
2020-06-01,Germany,Unknown,1455,0,0,,,1455
2020-06-01,Spain,Unknown,0,0,0,,,0
2020-06-01,Italy,Valle d'Aosta,1187,143,1027,45.73750286,7.320149366,17
2020-06-01,Italy,Veneto,19154,1918,15768,45.43490485,12.33845213,1468
2020-06-01,Ukraine,Vinnytsia Oblast,1005,16,587,49.2331,28.4682,402
2020-06-01,Ukraine,Volyn Oblast,932,26,259,50.7472,25.3254,647
2020-06-01,Ukraine,Zakarpattia Oblast,1206,28,405,48.6208,22.2879,773
2020-06-01,Ukraine,Zaporizhia Oblast,447,13,252,47.8388,35.1396,182
2020-06-01,Ukraine,Zhytomyr Oblast,742,14,416,50.2547,28.6587,312
2020-06-01,Albania,,1143,33,877,41.1533,20.1683,233
2020-06-01,Andorra,,765,51,698,42.5063,1.5218,16
2020-06-01,Austria,,16733,668,15596,47.5162,14.5501,469
2020-06-01,Belarus,,43403,240,18776,53.7098,27.9534,24387
2020-06-01,Belgium,,58517,9486,15919,50.8333,4.469936,33112
2020-06-01,Bosnia and Herzegovina,,2524,154,1888,43.9159,17.6791,482
2020-06-01,Bulgaria,,2519,140,1090,42.7339,25.4858,1289
2020-06-01,Croatia,,2246,103,2077,45.1,15.2,66
2020-06-01,Cyprus,,949,17,790,35.1264,33.4299,142
2020-06-01,Czech Republic,,9302,321,6642,49.8175,15.473,2339
2020-06-01,Denmark,,11699,576,10412,56.2639,9.5018,711
2020-06-01,Estonia,,1870,68,1625,58.5953,25.0136,177
2020-06-01,Finland,,6885,318,5500,61.92411,25.748151,1067
2020-06-01,France,,185952,28779,66120,46.2276,2.2137,91053
2020-06-01,Greece,,2918,179,1374,39.0742,21.8243,1365
2020-06-01,Vatican City,,12,0,2,41.9029,12.4534,10
2020-06-01,Hungary,,3892,527,2156,47.1625,19.5033,1209
2020-06-01,Iceland,,1806,10,1794,64.9631,-19.0208,2
2020-06-01,Ireland,,25062,1650,22089,53.1424,-7.6921,1323
2020-06-01,Kosovo,,1064,30,829,42.602636,20.902977,205
2020-06-01,Latvia,,1066,24,745,56.8796,24.6032,297
2020-06-01,Liechtenstein,,82,1,55,47.14,9.55,26
2020-06-01,Lithuania,,1678,70,1236,55.1694,23.8813,372
2020-06-01,Luxembourg,,4019,110,3845,49.8153,6.1296,64
2020-06-01,Malta,,619,9,537,35.9375,14.3754,73
2020-06-01,Moldova,,8360,305,4622,47.4116,28.3699,3433
2020-06-01,Monaco,,99,4,90,43.7333,7.4167,5
2020-06-01,Montenegro,,324,9,315,42.708678000000006,19.37439,0
2020-06-01,Netherlands,,46545,5962,0,52.1326,5.2913,40583
2020-06-01,North Macedonia,,2315,140,1569,41.6086,21.7453,606
2020-06-01,Norway,,8446,236,7727,60.472,8.4689,483
2020-06-01,Poland,,24165,1074,11449,51.9194,19.1451,11642
2020-06-01,Portugal,,32700,1424,19552,39.3999,-8.2245,11724
2020-06-01,Romania,,19398,1276,13426,45.9432,24.9668,4696
2020-06-01,San Marino,,671,42,359,43.9424,12.4578,270
2020-06-01,Serbia,,11430,244,6726,44.0165,21.0059,4460
2020-06-01,Slovakia,,1522,28,1368,48.669,19.699,126
2020-06-01,Slovenia,,1473,109,1358,46.1512,14.9955,6
2020-06-01,Sweden,,37814,4403,4971,60.128161,18.643501,28440
2020-06-01,Switzerland,,30871,1920,28500,46.8182,8.2275,451
2020-06-01,Turkey,,164769,4563,128947,38.9637,35.2433,31259
2020-06-01,United Kingdom,,276332,39045,0,55.3781,-3.4360000000000004,237287
2020-06-02,Italy,Abruzzo,3249,413,2093,42.35122196,13.39843823,743
2020-06-02,Spain,Andalusia,12708,1404,10671,37.5443,-4.7278,633
2020-06-02,United Kingdom,Anguilla,3,0,3,18.2206,-63.0686,0
2020-06-02,Spain,Aragon,5711,826,3772,41.5976,-0.9057,1113
2020-06-02,Netherlands,Aruba,101,3,98,12.5211,-69.9683,0
2020-06-02,Spain,Asturias,2425,310,1063,43.3614,-5.8593,1052
2020-06-02,Germany,Baden-Wurttemberg,34796,1760,32100,48.6616,9.3501,936
2020-06-02,Spain,Baleares,2150,209,1533,39.710358,2.995148,408
2020-06-02,Italy,Basilicata,399,27,348,40.63947052,15.80514834,24
2020-06-02,Germany,Bayern,47298,2472,43140,48.7904,11.4979,1686
2020-06-02,Germany,Berlin,6873,198,6358,52.52,13.405,317
2020-06-02,United Kingdom,Bermuda,141,9,113,32.3078,-64.7505,19
2020-06-02,Netherlands,"Bonaire, Sint Eustatius and Saba",7,0,7,12.1784,-68.2385,0
2020-06-02,Germany,Brandenburg,3286,170,3010,52.4125,12.5316,106
2020-06-02,Germany,Bremen,1448,42,1200,53.0793,8.8017,206
2020-06-02,United Kingdom,British Virgin Islands,8,1,7,18.4207,-64.64,0
2020-06-02,Spain,C. Valenciana,11238,1332,9970,39.484,-0.7533,-64
2020-06-02,Italy,Calabria,1158,97,949,38.90597598,16.59440194,112
2020-06-02,Italy,Campania,4809,415,3504,40.83956555,14.25084984,890
2020-06-02,Spain,Canarias,2351,151,1537,28.2916,-16.6291,663
2020-06-02,Spain,Cantabria,2314,202,2287,43.1828,-3.9878,-175
2020-06-02,Spain,Castilla - La Mancha,17310,2945,6392,39.2796,-3.0977,7973
2020-06-02,Spain,Castilla y Leon,18925,1924,8716,41.8357,-4.3976,8285
2020-06-02,Spain,Catalonia,59035,5587,26203,41.5912,1.5209,27245
2020-06-02,United Kingdom,Cayman Islands,151,1,77,19.3133,-81.2546,73
2020-06-02,Spain,Ceuta,155,4,163,35.8894,-5.3213,-12
2020-06-02,United Kingdom,Channel Islands,560,46,528,49.3723,-2.3644,-14
2020-06-02,Ukraine,Cherkasy Oblast,411,16,316,49.4444,32.0598,79
2020-06-02,Ukraine,Chernihiv Oblast,188,6,63,51.4982,31.2893,119
2020-06-02,Ukraine,Chernivtsi Oblast,3410,144,980,48.2917,25.9352,2286
2020-06-02,Ukraine,Crimea Republic*,387,3,247,45.2835,34.2008,137
2020-06-02,Netherlands,Curacao,20,1,15,12.1696,-68.99,4
2020-06-02,Ukraine,Dnipropetrovsk Oblast,943,21,266,48.4647,35.0462,656
2020-06-02,Ukraine,Donetsk Oblast,164,4,94,48.0159,37.8028,66
2020-06-02,Italy,Emilia-Romagna,27828,4136,20780,44.49436681,11.3417208,2912
2020-06-02,Spain,Extremadura,2971,508,2652,39.4937,-6.0679,-189
2020-06-02,United Kingdom,Falkland Islands (Malvinas),13,0,13,-51.7963,-59.5236,0
2020-06-02,Denmark,Faroe Islands,187,0,187,61.8926,-6.9118,0
2020-06-02,France,French Guiana,517,1,207,4.0,-53.0,309
2020-06-02,France,French Polynesia,60,0,60,-17.6797,-149.4068,0
2020-06-02,Italy,Friuli Venezia Giulia,3276,336,2696,45.6494354,13.76813649,244
2020-06-02,Spain,Galicia,9130,609,9204,42.5751,-8.1339,-683
2020-06-02,United Kingdom,Gibraltar,172,0,151,36.1408,-5.3536,21
2020-06-02,Denmark,Greenland,13,0,11,71.7069,-42.6043,2
2020-06-02,France,Guadeloupe,162,14,138,16.265,-61.551,10
2020-06-02,Germany,Hamburg,5098,253,4800,53.5511,9.9937,45
2020-06-02,Germany,Hessen,10060,480,9000,50.6521,9.1624,580
2020-06-02,United Kingdom,Isle of Man,336,24,311,54.2361,-4.5481,1
2020-06-02,Ukraine,Ivano-Frankivsk Oblast,1442,83,843,48.9226,24.7111,516
2020-06-02,Ukraine,Kharkiv Oblast,1105,48,448,49.9935,36.2304,609
2020-06-02,Ukraine,Kherson Oblast,178,3,161,46.6354,32.6169,14
2020-06-02,Ukraine,Khmelnytskyi Oblast,458,11,245,49.423,26.9871,202
2020-06-02,Ukraine,Kiev,3071,69,718,50.4501,30.5234,2284
2020-06-02,Ukraine,Kiev Oblast,1623,36,399,50.053,30.7667,1188
2020-06-02,Ukraine,Kirovohrad Oblast,516,25,403,48.5079,32.2623,88
2020-06-02,Spain,La Rioja,4052,361,3107,42.2871,-2.5396,584
2020-06-02,Italy,Lazio,7743,741,4155,41.89277044,12.48366722,2847
2020-06-02,Italy,Liguria,9734,1468,7720,44.41149315,8.9326992,546
2020-06-02,Italy,Lombardia,89205,16143,52807,45.46679409,9.190347404,20255
2020-06-02,Ukraine,Luhansk Oblast,47,0,40,48.574,39.3078,7
2020-06-02,Ukraine,Lviv Oblast,1734,58,438,49.8397,24.0297,1238
2020-06-02,Spain,Madrid,68960,8691,40736,40.4168,-3.7038,19533
2020-06-02,Italy,Marche,6734,987,4421,43.61675973,13.5188753,1326
2020-06-02,France,Martinique,200,14,98,14.6415,-61.0242,88
2020-06-02,France,Mayotte,1986,24,1473,-12.8275,45.166244,489
2020-06-02,Germany,Mecklenburg-Vorpommern,761,20,722,53.6127,12.4296,19
2020-06-02,Spain,Melilla,122,2,125,35.2923,-2.9381,-5
2020-06-02,Italy,Molise,436,22,281,41.55774754,14.65916051,133
2020-06-02,United Kingdom,Montserrat,11,1,10,16.742498,-62.187366,0
2020-06-02,Spain,Murcia,1603,148,2180,37.9922,-1.1307,-725
2020-06-02,Ukraine,Mykolaiv Oblast,294,7,173,46.975,31.9946,114
2020-06-02,Spain,Navarra,5259,490,3905,42.6954,-1.6761,864
2020-06-02,France,New Caledonia,20,0,18,-20.904305,165.618042,2
2020-06-02,Germany,Niedersachsen,12069,599,10700,52.6367,9.8451,770
2020-06-02,Germany,Nordrhein-Westfalen,38100,1599,34800,51.4332,7.6616,1701
2020-06-02,Ukraine,Odessa Oblast,896,17,225,46.4846,30.7326,654
2020-06-02,Italy,P.A. Bolzano,2598,291,2187,46.49933453,11.35662422,120
2020-06-02,Italy,P.A. Trento,4432,463,3686,46.06893511,11.12123097,283
2020-06-02,Spain,Pais Vasco,13513,1424,16160,42.9896,-2.6189,-4071
2020-06-02,Italy,Piemonte,30715,3884,22003,45.0732745,7.680687483,4828
2020-06-02,Ukraine,Poltava Oblast,271,13,249,49.5883,34.5514,9
2020-06-02,Italy,Puglia,4498,508,2939,41.12559576,16.86736689,1051
2020-06-02,France,Reunion,477,1,411,-21.1151,55.5364,65
2020-06-02,Germany,Rheinland-Pfalz,6704,230,6246,50.1183,7.309,228
2020-06-02,Ukraine,Rivne Oblast,1823,39,960,50.6199,26.2516,824
2020-06-02,Germany,Saarland,2732,165,2499,49.3964,7.023,68
2020-06-02,Germany,Sachsen,5309,211,4900,51.1045,13.2017,198
2020-06-02,Germany,Sachsen-Anhalt,1708,55,1604,51.9503,11.6923,49
2020-06-02,France,Saint Barthelemy,6,0,6,17.9,-62.8333,0
2020-06-02,France,Saint Pierre and Miquelon,1,0,1,46.8852,-56.3159,0
2020-06-02,Italy,Sardegna,1357,131,1071,39.21531192,9.110616306,155
2020-06-02,Germany,Schleswig-Holstein,3103,145,2900,54.2194,9.6961,58
2020-06-02,Ukraine,Sevastopol*,168,3,136,44.6054,33.522,29
2020-06-02,Italy,Sicilia,3447,275,2206,38.11569725,13.362356699999998,966
2020-06-02,Netherlands,Sint Maarten,77,15,60,18.0425,-63.0548,2
2020-06-02,France,St Martin,41,3,33,18.0708,-63.0501,5
2020-06-02,Ukraine,Sumy Oblast,173,4,147,50.9077,34.7981,22
2020-06-02,Ukraine,Ternopil Oblast,1180,26,921,49.5535,25.5948,233
2020-06-02,Germany,Thuringen,3020,163,2630,51.011,10.8453,227
2020-06-02,Italy,Toscana,10117,1053,8053,43.76923077,11.25588885,1011
2020-06-02,United Kingdom,Turks and Caicos Islands,12,1,11,21.69400000000001,-71.7979,0
2020-06-02,Italy,Umbria,1431,76,1324,43.10675841,12.38824698,31
2020-06-02,Germany,Unknown,1514,1,0,,,1513
2020-06-02,Spain,Unknown,0,0,0,,,0
2020-06-02,Italy,Valle d'Aosta,1187,143,1031,45.73750286,7.320149366,13
2020-06-02,Italy,Veneto,19162,1921,15838,45.43490485,12.33845213,1403
2020-06-02,Ukraine,Vinnytsia Oblast,1029,16,619,49.2331,28.4682,394
2020-06-02,Ukraine,Volyn Oblast,942,26,264,50.7472,25.3254,652
2020-06-02,Ukraine,Zakarpattia Oblast,1216,28,410,48.6208,22.2879,778
2020-06-02,Ukraine,Zaporizhia Oblast,450,13,253,47.8388,35.1396,184
2020-06-02,Ukraine,Zhytomyr Oblast,776,14,443,50.2547,28.6587,319
2020-06-02,Albania,,1164,33,891,41.1533,20.1683,240
2020-06-02,Andorra,,844,51,733,42.5063,1.5218,60
2020-06-02,Austria,,16759,669,15629,47.5162,14.5501,461
2020-06-02,Belarus,,44255,243,19195,53.7098,27.9534,24817
2020-06-02,Belgium,,58615,9505,15934,50.8333,4.469936,33176
2020-06-02,Bosnia and Herzegovina,,2535,157,1910,43.9159,17.6791,468
2020-06-02,Bulgaria,,2538,144,1123,42.7339,25.4858,1271
2020-06-02,Croatia,,2246,103,2088,45.1,15.2,55
2020-06-02,Cyprus,,952,17,790,35.1264,33.4299,145
2020-06-02,Czech Republic,,9364,323,6686,49.8175,15.473,2355
2020-06-02,Denmark,,11734,580,10489,56.2639,9.5018,665
2020-06-02,Estonia,,1870,68,1632,58.5953,25.0136,170
2020-06-02,Finland,,6887,320,5500,61.92411,25.748151,1067
2020-06-02,France,,184980,28886,66485,46.2276,2.2137,89609
2020-06-02,Greece,,2937,179,1374,39.0742,21.8243,1384
2020-06-02,Vatican City,,12,0,2,41.9029,12.4534,10
2020-06-02,Hungary,,3921,532,2160,47.1625,19.5033,1229
2020-06-02,Iceland,,1806,10,1794,64.9631,-19.0208,2
2020-06-02,Ireland,,25066,1658,22089,53.1424,-7.6921,1319
2020-06-02,Kosovo,,1064,30,829,42.602636,20.902977,205
2020-06-02,Latvia,,1071,24,760,56.8796,24.6032,287
2020-06-02,Liechtenstein,,82,1,55,47.14,9.55,26
2020-06-02,Lithuania,,1682,71,1249,55.1694,23.8813,362
2020-06-02,Luxembourg,,4020,110,3848,49.8153,6.1296,62
2020-06-02,Malta,,620,9,554,35.9375,14.3754,57
2020-06-02,Moldova,,8548,307,4738,47.4116,28.3699,3503
2020-06-02,Monaco,,99,4,90,43.7333,7.4167,5
2020-06-02,Montenegro,,324,9,315,42.708678000000006,19.37439,0
2020-06-02,Netherlands,,46647,5967,0,52.1326,5.2913,40680
2020-06-02,North Macedonia,,2391,141,1595,41.6086,21.7453,655
2020-06-02,Norway,,8455,237,7727,60.472,8.4689,491
2020-06-02,Poland,,24395,1092,11726,51.9194,19.1451,11577
2020-06-02,Portugal,,32895,1436,19869,39.3999,-8.2245,11590
2020-06-02,Romania,,19517,1288,13526,45.9432,24.9668,4703
2020-06-02,San Marino,,672,42,384,43.9424,12.4578,246
2020-06-02,Serbia,,11454,245,6766,44.0165,21.0059,4443
2020-06-02,Slovakia,,1522,28,1372,48.669,19.699,122
2020-06-02,Slovenia,,1475,109,1358,46.1512,14.9955,8
2020-06-02,Sweden,,38589,4468,0,60.128161,18.643501,34121
2020-06-02,Switzerland,,30874,1920,28500,46.8182,8.2275,454
2020-06-02,Turkey,,165555,4585,129921,38.9637,35.2433,31049
2020-06-02,United Kingdom,,277985,39369,0,55.3781,-3.4360000000000004,238616
2020-06-03,Italy,Abruzzo,3252,414,2102,42.35122196,13.39843823,736
2020-06-03,Spain,Andalusia,12726,1404,10671,37.5443,-4.7278,651
2020-06-03,United Kingdom,Anguilla,3,0,3,18.2206,-63.0686,0
2020-06-03,Spain,Aragon,5731,826,3772,41.5976,-0.9057,1133
2020-06-03,Netherlands,Aruba,101,3,98,12.5211,-69.9683,0
2020-06-03,Spain,Asturias,2425,310,1063,43.3614,-5.8593,1052
2020-06-03,Germany,Baden-Wurttemberg,34834,1772,32200,48.6616,9.3501,862
2020-06-03,Spain,Baleares,2157,209,1533,39.710358,2.995148,415
2020-06-03,Italy,Basilicata,399,27,349,40.63947052,15.80514834,23
2020-06-03,Germany,Bayern,47345,2479,43310,48.7904,11.4979,1556
2020-06-03,Germany,Berlin,6900,200,6388,52.52,13.405,312
2020-06-03,United Kingdom,Bermuda,141,9,113,32.3078,-64.7505,19
2020-06-03,Netherlands,"Bonaire, Sint Eustatius and Saba",7,0,7,12.1784,-68.2385,0
2020-06-03,Germany,Brandenburg,3283,169,3100,52.4125,12.5316,14
2020-06-03,Germany,Bremen,1464,43,1200,53.0793,8.8017,221
2020-06-03,United Kingdom,British Virgin Islands,8,1,7,18.4207,-64.64,0
2020-06-03,Spain,C. Valenciana,11254,1332,9970,39.484,-0.7533,-48
2020-06-03,Italy,Calabria,1158,97,951,38.90597598,16.59440194,110
2020-06-03,Italy,Campania,4821,415,3537,40.83956555,14.25084984,869
2020-06-03,Spain,Canarias,2357,151,1537,28.2916,-16.6291,669
2020-06-03,Spain,Cantabria,2316,202,2287,43.1828,-3.9878,-173
2020-06-03,Spain,Castilla - La Mancha,17355,2945,6392,39.2796,-3.0977,8018
2020-06-03,Spain,Castilla y Leon,18956,1925,8716,41.8357,-4.3976,8315
2020-06-03,Spain,Catalonia,59112,5587,26203,41.5912,1.5209,27322
2020-06-03,United Kingdom,Cayman Islands,156,1,78,19.3133,-81.2546,77
2020-06-03,Spain,Ceuta,155,4,163,35.8894,-5.3213,-12
2020-06-03,United Kingdom,Channel Islands,561,46,512,49.3723,-2.3644,3
2020-06-03,Ukraine,Cherkasy Oblast,416,16,320,49.4444,32.0598,80
2020-06-03,Ukraine,Chernihiv Oblast,203,6,63,51.4982,31.2893,134
2020-06-03,Ukraine,Chernivtsi Oblast,3442,147,1017,48.2917,25.9352,2278
2020-06-03,Ukraine,Crimea Republic*,392,4,259,45.2835,34.2008,129
2020-06-03,Netherlands,Curacao,21,1,15,12.1696,-68.99,5
2020-06-03,Ukraine,Dnipropetrovsk Oblast,950,21,267,48.4647,35.0462,662
2020-06-03,Ukraine,Donetsk Oblast,166,5,97,48.0159,37.8028,64
2020-06-03,Italy,Emilia-Romagna,27842,4147,20856,44.49436681,11.3417208,2839
2020-06-03,Spain,Extremadura,2974,508,2652,39.4937,-6.0679,-186
2020-06-03,United Kingdom,Falkland Islands (Malvinas),13,0,13,-51.7963,-59.5236,0
2020-06-03,Denmark,Faroe Islands,187,0,187,61.8926,-6.9118,0
2020-06-03,France,French Guiana,533,1,254,4.0,-53.0,278
2020-06-03,France,French Polynesia,60,0,60,-17.6797,-149.4068,0
2020-06-03,Italy,Friuli Venezia Giulia,3276,336,2707,45.6494354,13.76813649,233
2020-06-03,Spain,Galicia,9132,609,9204,42.5751,-8.1339,-681
2020-06-03,United Kingdom,Gibraltar,173,0,153,36.1408,-5.3536,20
2020-06-03,Denmark,Greenland,13,0,11,71.7069,-42.6043,2
2020-06-03,France,Guadeloupe,162,14,138,16.265,-61.551,10
2020-06-03,Germany,Hamburg,5098,253,4800,53.5511,9.9937,45
2020-06-03,Germany,Hessen,10080,480,9100,50.6521,9.1624,500
2020-06-03,United Kingdom,Isle of Man,336,24,312,54.2361,-4.5481,0
2020-06-03,Ukraine,Ivano-Frankivsk Oblast,1465,83,862,48.9226,24.7111,520
2020-06-03,Ukraine,Kharkiv Oblast,1131,48,467,49.9935,36.2304,616
2020-06-03,Ukraine,Kherson Oblast,179,3,161,46.6354,32.6169,15
2020-06-03,Ukraine,Khmelnytskyi Oblast,469,11,259,49.423,26.9871,199
2020-06-03,Ukraine,Kiev,3133,69,756,50.4501,30.5234,2308
2020-06-03,Ukraine,Kiev Oblast,1652,36,418,50.053,30.7667,1198
2020-06-03,Ukraine,Kirovohrad Oblast,523,26,403,48.5079,32.2623,94
2020-06-03,Spain,La Rioja,4053,361,3107,42.2871,-2.5396,585
2020-06-03,Italy,Lazio,7753,747,4188,41.89277044,12.48366722,2818
2020-06-03,Italy,Liguria,9751,1473,7764,44.41149315,8.9326992,514
